t,x,y,z
1.703,8.45264,0,-5.63996
1.704,8.45749,0,-5.65177
1.705,8.46234,0,-5.66359
1.706,8.4672,0,-5.67542
1.707,8.47205,0,-5.68725
1.708,8.4769,0,-5.6991
1.709,8.48175,0,-5.71096
1.71,8.48661,0,-5.72282
1.711,8.49146,0,-5.7347
1.712,8.49631,0,-5.74659
1.713,8.50116,0,-5.75848
1.714,8.50601,0,-5.77039
1.715,8.51086,0,-5.78231
1.716,8.51572,0,-5.79423
1.717,8.52057,0,-5.80617
1.718,8.52542,0,-5.81811
1.719,8.53027,0,-5.83007
1.72,8.53512,0,-5.84203
1.721,8.53997,0,-5.85401
1.722,8.54482,0,-5.86599
1.723,8.54967,0,-5.87799
1.724,8.55452,0,-5.88999
1.725,8.55937,0,-5.90201
1.726,8.56422,0,-5.91403
1.727,8.56907,0,-5.92606
1.728,8.57392,0,-5.93811
1.729,8.57877,0,-5.95016
1.73,8.58362,0,-5.96223
1.731,8.58847,0,-5.9743
1.732,8.59332,0,-5.98638
1.733,8.59816,0,-5.99848
1.734,8.60301,0,-6.01058
1.735,8.60786,0,-6.02269
1.736,8.61271,0,-6.03481
1.737,8.61756,0,-6.04695
1.738,8.62241,0,-6.05909
1.739,8.62725,0,-6.07124
1.74,8.6321,0,-6.0834
1.741,8.63695,0,-6.09557
1.742,8.64179,0,-6.10775
1.743,8.64664,0,-6.11995
1.744,8.65149,0,-6.13215
1.745,8.65634,0,-6.14436
1.746,8.66118,0,-6.15658
1.747,8.66603,0,-6.16881
1.748,8.67087,0,-6.18105
1.749,8.67572,0,-6.1933
1.75,8.68057,0,-6.20556
1.751,8.68541,0,-6.21783
1.752,8.69026,0,-6.23011
1.753,8.6951,0,-6.2424
1.754,8.69995,0,-6.2547
1.755,8.70479,0,-6.26701
1.756,8.70964,0,-6.27933
1.757,8.71448,0,-6.29166
1.758,8.71933,0,-6.304
1.759,8.72417,0,-6.31634
1.76,8.72902,0,-6.3287
1.761,8.73386,0,-6.34107
1.762,8.73871,0,-6.35345
1.763,8.74355,0,-6.36584
1.764,8.74839,0,-6.37823
1.765,8.75324,0,-6.39064
1.766,8.75808,0,-6.40306
1.767,8.76292,0,-6.41549
1.768,8.76777,0,-6.42792
1.769,8.77261,0,-6.44037
1.77,8.77745,0,-6.45283
1.771,8.78229,0,-6.46529
1.772,8.78714,0,-6.47777
1.773,8.79198,0,-6.49026
1.774,8.79682,0,-6.50275
1.775,8.80166,0,-6.51526
1.776,8.8065,0,-6.52778
1.777,8.81135,0,-6.5403
1.778,8.81619,0,-6.55284
1.779,8.82103,0,-6.56538
1.78,8.82587,0,-6.57794
1.781,8.83071,0,-6.5905
1.782,8.83555,0,-6.60308
1.783,8.84039,0,-6.61566
1.784,8.84523,0,-6.62826
1.785,8.85007,0,-6.64086
1.786,8.85491,0,-6.65347
1.787,8.85975,0,-6.6661
1.788,8.86459,0,-6.67873
1.789,8.86943,0,-6.69138
1.79,8.87427,0,-6.70403
1.791,8.87911,0,-6.71669
1.792,8.88395,0,-6.72937
1.793,8.88879,0,-6.74205
1.794,8.89363,0,-6.75474
1.795,8.89847,0,-6.76744
1.796,8.90331,0,-6.78016
1.797,8.90814,0,-6.79288
1.798,8.91298,0,-6.80561
1.799,8.91782,0,-6.81835
1.8,8.92266,0,-6.8311
1.801,8.9275,0,-6.84387
1.802,8.93233,0,-6.85664
1.803,8.93717,0,-6.86942
1.804,8.94201,0,-6.88221
1.805,8.94685,0,-6.89501
1.806,8.95168,0,-6.90782
1.807,8.95652,0,-6.92064
1.808,8.96136,0,-6.93347
1.809,8.96619,0,-6.94631
1.81,8.97103,0,-6.95916
1.811,8.97586,0,-6.97202
1.812,8.9807,0,-6.98489
1.813,8.98554,0,-6.99777
1.814,8.99037,0,-7.01066
1.815,8.99521,0,-7.02356
1.816,9.00004,0,-7.03647
1.817,9.00488,0,-7.04939
1.818,9.00971,0,-7.06232
1.819,9.01455,0,-7.07526
1.82,9.01938,0,-7.08821
1.821,9.02422,0,-7.10116
1.822,9.02905,0,-7.11413
1.823,9.03388,0,-7.12711
1.824,9.03872,0,-7.1401
1.825,9.04355,0,-7.1531
1.826,9.04839,0,-7.1661
1.827,9.05322,0,-7.17912
1.828,9.05805,0,-7.19215
1.829,9.06289,0,-7.20518
1.83,9.06772,0,-7.21823
1.831,9.07255,0,-7.23129
1.832,9.07738,0,-7.24435
1.833,9.08222,0,-7.25743
1.834,9.08705,0,-7.27052
1.835,9.09188,0,-7.28361
1.836,9.09671,0,-7.29672
1.837,9.10155,0,-7.30983
1.838,9.10638,0,-7.32296
1.839,9.11121,0,-7.33609
1.84,9.11604,0,-7.34924
1.841,9.12087,0,-7.3624
1.842,9.1257,0,-7.37556
1.843,9.13053,0,-7.38873
1.844,9.13536,0,-7.40192
1.845,9.14019,0,-7.41511
1.846,9.14502,0,-7.42832
1.847,9.14986,0,-7.44153
1.848,9.15469,0,-7.45476
1.849,9.15952,0,-7.46799
1.85,9.16434,0,-7.48123
1.851,9.16917,0,-7.49449
1.852,9.174,0,-7.50775
1.853,9.17883,0,-7.52102
1.854,9.18366,0,-7.5343
1.855,9.18849,0,-7.5476
1.856,9.19332,0,-7.5609
1.857,9.19815,0,-7.57421
1.858,9.20298,0,-7.58753
1.859,9.2078,0,-7.60087
1.86,9.21263,0,-7.61421
1.861,9.21746,0,-7.62756
1.862,9.22229,0,-7.64092
1.863,9.22712,0,-7.65429
1.864,9.23194,0,-7.66767
1.865,9.23677,0,-7.68106
1.866,9.2416,0,-7.69447
1.867,9.24642,0,-7.70788
1.868,9.25125,0,-7.7213
1.869,9.25608,0,-7.73473
1.87,9.2609,0,-7.74817
1.871,9.26573,0,-7.76162
1.872,9.27056,0,-7.77508
1.873,9.27538,0,-7.78855
1.874,9.28021,0,-7.80203
1.875,9.28503,0,-7.81551
1.876,9.28986,0,-7.82901
1.877,9.29468,0,-7.84252
1.878,9.29951,0,-7.85604
1.879,9.30433,0,-7.86957
1.88,9.30916,0,-7.88311
1.881,9.31398,0,-7.89666
1.882,9.31881,0,-7.91022
1.883,9.32363,0,-7.92378
1.884,9.32846,0,-7.93736
1.885,9.33328,0,-7.95095
1.886,9.3381,0,-7.96455
1.887,9.34293,0,-7.97815
1.888,9.34775,0,-7.99177
1.889,9.35258,0,-8.0054
1.89,9.3574,0,-8.01903
1.891,9.36222,0,-8.03268
1.892,9.36704,0,-8.04634
1.893,9.37187,0,-8.06
1.894,9.37669,0,-8.07368
1.895,9.38151,0,-8.08737
1.896,9.38633,0,-8.10106
1.897,9.39116,0,-8.11477
1.898,9.39598,0,-8.12848
1.899,9.4008,0,-8.14221
1.9,9.40562,0,-8.15594
1.901,9.41044,0,-8.16969
1.902,9.41526,0,-8.18344
1.903,9.42008,0,-8.19721
1.904,9.4249,0,-8.21098
1.905,9.42972,0,-8.22477
1.906,9.43455,0,-8.23856
1.907,9.43937,0,-8.25236
1.908,9.44419,0,-8.26618
1.909,9.44901,0,-8.28
1.91,9.45383,0,-8.29384
1.911,9.45865,0,-8.30768
1.912,9.46346,0,-8.32153
1.913,9.46828,0,-8.33539
1.914,9.4731,0,-8.34927
1.915,9.47792,0,-8.36315
1.916,9.48274,0,-8.37704
1.917,9.48756,0,-8.39095
1.918,9.49238,0,-8.40486
1.919,9.4972,0,-8.41878
1.92,9.50201,0,-8.43271
1.921,9.50683,0,-8.44665
1.922,9.51165,0,-8.4606
1.923,9.51647,0,-8.47457
1.924,9.52128,0,-8.48854
1.925,9.5261,0,-8.50252
1.926,9.53092,0,-8.51651
1.927,9.53574,0,-8.53051
1.928,9.54055,0,-8.54452
1.929,9.54537,0,-8.55854
1.93,9.55019,0,-8.57257
1.931,9.555,0,-8.58661
1.932,9.55982,0,-8.60066
1.933,9.56463,0,-8.61472
1.934,9.56945,0,-8.62879
1.935,9.57427,0,-8.64287
1.936,9.57908,0,-8.65696
1.937,9.5839,0,-8.67106
1.938,9.58871,0,-8.68517
1.939,9.59353,0,-8.69928
1.94,9.59834,0,-8.71341
1.941,9.60316,0,-8.72755
1.942,9.60797,0,-8.7417
1.943,9.61278,0,-8.75586
1.944,9.6176,0,-8.77002
1.945,9.62241,0,-8.7842
1.946,9.62723,0,-8.79839
1.947,9.63204,0,-8.81259
1.948,9.63685,0,-8.82679
1.949,9.64167,0,-8.84101
1.95,9.64648,0,-8.85524
1.951,9.65129,0,-8.86947
1.952,9.6561,0,-8.88372
1.953,9.66092,0,-8.89798
1.954,9.66573,0,-8.91224
1.955,9.67054,0,-8.92652
1.956,9.67535,0,-8.9408
1.957,9.68017,0,-8.9551
1.958,9.68498,0,-8.96941
1.959,9.68979,0,-8.98372
1.96,9.6946,0,-8.99805
1.961,9.69941,0,-9.01238
1.962,9.70422,0,-9.02673
1.963,9.70903,0,-9.04108
1.964,9.71384,0,-9.05545
1.965,9.71865,0,-9.06982
1.966,9.72346,0,-9.0842
1.967,9.72827,0,-9.0986
1.968,9.73308,0,-9.113
1.969,9.73789,0,-9.12742
1.97,9.7427,0,-9.14184
1.971,9.74751,0,-9.15627
1.972,9.75232,0,-9.17072
1.973,9.75713,0,-9.18517
1.974,9.76194,0,-9.19963
1.975,9.76675,0,-9.2141
1.976,9.77156,0,-9.22859
1.977,9.77637,0,-9.24308
1.978,9.78117,0,-9.25758
1.979,9.78598,0,-9.27209
1.98,9.79079,0,-9.28661
1.981,9.7956,0,-9.30115
1.982,9.80041,0,-9.31569
1.983,9.80521,0,-9.33024
1.984,9.81002,0,-9.3448
1.985,9.81483,0,-9.35937
1.986,9.81963,0,-9.37395
1.987,9.82444,0,-9.38854
1.988,9.82925,0,-9.40314
1.989,9.83405,0,-9.41775
1.99,9.83886,0,-9.43237
1.991,9.84367,0,-9.447
1.992,9.84847,0,-9.46164
1.993,9.85328,0,-9.47629
1.994,9.85808,0,-9.49095
1.995,9.86289,0,-9.50562
1.996,9.86769,0,-9.5203
1.997,9.8725,0,-9.53499
1.998,9.8773,0,-9.54969
1.999,9.88211,0,-9.5644
2,9.88691,0,-9.57911
2.001,9.89172,0,-9.59384
2.002,9.89652,0,-9.60858
2.003,9.90133,0,-9.62333
2.004,9.90613,0,-9.63809
2.005,9.91093,0,-9.65285
2.006,9.91574,0,-9.66763
2.007,9.92054,0,-9.68242
2.008,9.92534,0,-9.69722
2.009,9.93015,0,-9.71202
2.01,9.93495,0,-9.72684
2.011,9.93975,0,-9.74167
2.012,9.94455,0,-9.7565
2.013,9.94936,0,-9.77135
2.014,9.95416,0,-9.78621
2.015,9.95896,0,-9.80107
2.016,9.96376,0,-9.81595
2.017,9.96856,0,-9.83083
2.018,9.97337,0,-9.84573
2.019,9.97817,0,-9.86063
2.02,9.98297,0,-9.87555
2.021,9.98777,0,-9.89047
2.022,9.99257,0,-9.90541
2.023,9.99737,0,-9.92035
2.024,10.0022,0,-9.93531
2.025,10.007,0,-9.95027
2.026,10.0118,0,-9.96525
2.027,10.0166,0,-9.98023
2.028,10.0214,0,-9.99522
2.029,10.0262,0,-10.0102
2.03,10.031,0,-10.0252
2.031,10.0358,0,-10.0403
2.032,10.0406,0,-10.0553
2.033,10.0454,0,-10.0703
2.034,10.0502,0,-10.0854
2.035,10.055,0,-10.1005
2.036,10.0598,0,-10.1155
2.037,10.0646,0,-10.1306
2.038,10.0694,0,-10.1457
2.039,10.0742,0,-10.1608
2.04,10.079,0,-10.1759
2.041,10.0837,0,-10.191
2.042,10.0885,0,-10.2062
2.043,10.0933,0,-10.2213
2.044,10.0981,0,-10.2365
2.045,10.1029,0,-10.2516
2.046,10.1077,0,-10.2668
2.047,10.1125,0,-10.282
2.048,10.1173,0,-10.2972
2.049,10.1221,0,-10.3124
2.05,10.1269,0,-10.3276
2.051,10.1317,0,-10.3428
2.052,10.1365,0,-10.358
2.053,10.1413,0,-10.3733
2.054,10.1461,0,-10.3885
2.055,10.1509,0,-10.4038
2.056,10.1557,0,-10.419
2.057,10.1605,0,-10.4343
2.058,10.1653,0,-10.4496
2.059,10.1701,0,-10.4649
2.06,10.1749,0,-10.4802
2.061,10.1797,0,-10.4955
2.062,10.1845,0,-10.5109
2.063,10.1892,0,-10.5262
2.064,10.194,0,-10.5415
2.065,10.1988,0,-10.5569
2.066,10.2036,0,-10.5723
2.067,10.2084,0,-10.5877
2.068,10.2132,0,-10.603
2.069,10.218,0,-10.6184
2.07,10.2228,0,-10.6338
2.071,10.2276,0,-10.6493
2.072,10.2324,0,-10.6647
2.073,10.2372,0,-10.6801
2.074,10.242,0,-10.6956
2.075,10.2468,0,-10.711
2.076,10.2515,0,-10.7265
2.077,10.2563,0,-10.742
2.078,10.2611,0,-10.7575
2.079,10.2659,0,-10.7729
2.08,10.2707,0,-10.7885
2.081,10.2755,0,-10.804
2.082,10.2803,0,-10.8195
2.083,10.2851,0,-10.835
2.084,10.2899,0,-10.8506
2.085,10.2947,0,-10.8661
2.086,10.2995,0,-10.8817
2.087,10.3042,0,-10.8973
2.088,10.309,0,-10.9128
2.089,10.3138,0,-10.9284
2.09,10.3186,0,-10.944
2.091,10.3234,0,-10.9597
2.092,10.3282,0,-10.9753
2.093,10.333,0,-10.9909
2.094,10.3378,0,-11.0066
2.095,10.3426,0,-11.0222
2.096,10.3473,0,-11.0379
2.097,10.3521,0,-11.0535
2.098,10.3569,0,-11.0692
2.099,10.3617,0,-11.0849
2.1,10.3665,0,-11.1006
2.101,10.3713,0,-11.1163
2.102,10.3761,0,-11.1321
2.103,10.3808,0,-11.1478
2.104,10.3856,0,-11.1635
2.105,10.3904,0,-11.1793
2.106,10.3952,0,-11.195
2.107,10.4,0,-11.2108
2.108,10.4048,0,-11.2266
2.109,10.4096,0,-11.2424
2.11,10.4143,0,-11.2582
2.111,10.4191,0,-11.274
2.112,10.4239,0,-11.2898
2.113,10.4287,0,-11.3056
2.114,10.4335,0,-11.3215
2.115,10.4383,0,-11.3373
2.116,10.4431,0,-11.3532
2.117,10.4478,0,-11.3691
2.118,10.4526,0,-11.3849
2.119,10.4574,0,-11.4008
2.12,10.4622,0,-11.4167
2.121,10.467,0,-11.4326
2.122,10.4718,0,-11.4485
2.123,10.4765,0,-11.4645
2.124,10.4813,0,-11.4804
2.125,10.4861,0,-11.4964
2.126,10.4909,0,-11.5123
2.127,10.4957,0,-11.5283
2.128,10.5005,0,-11.5443
2.129,10.5052,0,-11.5602
2.13,10.51,0,-11.5762
2.131,10.5148,0,-11.5923
2.132,10.5196,0,-11.6083
2.133,10.5244,0,-11.6243
2.134,10.5291,0,-11.6403
2.135,10.5339,0,-11.6564
2.136,10.5387,0,-11.6724
2.137,10.5435,0,-11.6885
2.138,10.5483,0,-11.7046
2.139,10.553,0,-11.7207
2.14,10.5578,0,-11.7368
2.141,10.5626,0,-11.7529
2.142,10.5674,0,-11.769
2.143,10.5722,0,-11.7851
2.144,10.5769,0,-11.8012
2.145,10.5817,0,-11.8174
2.146,10.5865,0,-11.8335
2.147,10.5913,0,-11.8497
2.148,10.5961,0,-11.8659
2.149,10.6008,0,-11.8821
2.15,10.6056,0,-11.8982
2.151,10.6104,0,-11.9144
2.152,10.6152,0,-11.9307
2.153,10.6199,0,-11.9469
2.154,10.6247,0,-11.9631
2.155,10.6295,0,-11.9794
2.156,10.6343,0,-11.9956
2.157,10.6391,0,-12.0119
2.158,10.6438,0,-12.0281
2.159,10.6486,0,-12.0444
2.16,10.6534,0,-12.0607
2.161,10.6582,0,-12.077
2.162,10.6629,0,-12.0933
2.163,10.6677,0,-12.1097
2.164,10.6725,0,-12.126
2.165,10.6773,0,-12.1423
2.166,10.682,0,-12.1587
2.167,10.6868,0,-12.175
2.168,10.6916,0,-12.1914
2.169,10.6964,0,-12.2078
2.17,10.7011,0,-12.2242
2.171,10.7059,0,-12.2406
2.172,10.7107,0,-12.257
2.173,10.7155,0,-12.2734
2.174,10.7202,0,-12.2898
2.175,10.725,0,-12.3063
2.176,10.7298,0,-12.3227
2.177,10.7346,0,-12.3392
2.178,10.7393,0,-12.3557
2.179,10.7441,0,-12.3721
2.18,10.7489,0,-12.3886
2.181,10.7537,0,-12.4051
2.182,10.7584,0,-12.4216
2.183,10.7632,0,-12.4381
2.184,10.768,0,-12.4547
2.185,10.7727,0,-12.4712
2.186,10.7775,0,-12.4878
2.187,10.7823,0,-12.5043
2.188,10.7871,0,-12.5209
2.189,10.7918,0,-12.5375
2.19,10.7966,0,-12.554
2.191,10.8014,0,-12.5706
2.192,10.8061,0,-12.5872
2.193,10.8109,0,-12.6039
2.194,10.8157,0,-12.6205
2.195,10.8204,0,-12.6371
2.196,10.8252,0,-12.6538
2.197,10.83,0,-12.6704
2.198,10.8348,0,-12.6871
2.199,10.8395,0,-12.7038
2.2,10.8443,0,-12.7205
2.201,10.8491,0,-12.7371
2.202,10.8538,0,-12.7539
2.203,10.8586,0,-12.7706
2.204,10.8634,0,-12.7873
2.205,10.8681,0,-12.804
2.206,10.8729,0,-12.8208
2.207,10.8777,0,-12.8375
2.208,10.8824,0,-12.8543
2.209,10.8872,0,-12.8711
2.21,10.892,0,-12.8878
2.211,10.8967,0,-12.9046
2.212,10.9015,0,-12.9214
2.213,10.9063,0,-12.9383
2.214,10.911,0,-12.9551
2.215,10.9158,0,-12.9719
2.216,10.9206,0,-12.9888
2.217,10.9253,0,-13.0056
2.218,10.9301,0,-13.0225
2.219,10.9349,0,-13.0393
2.22,10.9396,0,-13.0562
2.221,10.9444,0,-13.0731
2.222,10.9492,0,-13.09
2.223,10.9539,0,-13.1069
2.224,10.9587,0,-13.1238
2.225,10.9635,0,-13.1408
2.226,10.9682,0,-13.1577
2.227,10.973,0,-13.1747
2.228,10.9778,0,-13.1916
2.229,10.9825,0,-13.2086
2.23,10.9873,0,-13.2256
2.231,10.9921,0,-13.2426
2.232,10.9968,0,-13.2596
2.233,11.0016,0,-13.2766
2.234,11.0063,0,-13.2936
2.235,11.0111,0,-13.3106
2.236,11.0159,0,-13.3277
2.237,11.0206,0,-13.3447
2.238,11.0254,0,-13.3618
2.239,11.0302,0,-13.3788
2.24,11.0349,0,-13.3959
2.241,11.0397,0,-13.413
2.242,11.0444,0,-13.4301
2.243,11.0492,0,-13.4472
2.244,11.054,0,-13.4643
2.245,11.0587,0,-13.4815
2.246,11.0635,0,-13.4986
2.247,11.0682,0,-13.5157
2.248,11.073,0,-13.5329
2.249,11.0778,0,-13.5501
2.25,11.0825,0,-13.5672
2.251,11.0873,0,-13.5844
2.252,11.092,0,-13.6016
2.253,11.0968,0,-13.6188
2.254,11.1016,0,-13.636
2.255,11.1063,0,-13.6533
2.256,11.1111,0,-13.6705
2.257,11.1158,0,-13.6878
2.258,11.1206,0,-13.705
2.259,11.1254,0,-13.7223
2.26,11.1301,0,-13.7396
2.261,11.1349,0,-13.7568
2.262,11.1396,0,-13.7741
2.263,11.1444,0,-13.7914
2.264,11.1491,0,-13.8087
2.265,11.1539,0,-13.8261
2.266,11.1587,0,-13.8434
2.267,11.1634,0,-13.8608
2.268,11.1682,0,-13.8781
2.269,11.1729,0,-13.8955
2.27,11.1777,0,-13.9128
2.271,11.1824,0,-13.9302
2.272,11.1872,0,-13.9476
2.273,11.192,0,-13.965
2.274,11.1967,0,-13.9824
2.275,11.2015,0,-13.9999
2.276,11.2062,0,-14.0173
2.277,11.211,0,-14.0347
2.278,11.2157,0,-14.0522
2.279,11.2205,0,-14.0696
2.28,11.2252,0,-14.0871
2.281,11.23,0,-14.1046
2.282,11.2347,0,-14.1221
2.283,11.2395,0,-14.1396
2.284,11.2443,0,-14.1571
2.285,11.249,0,-14.1746
2.286,11.2538,0,-14.1922
2.287,11.2585,0,-14.2097
2.288,11.2633,0,-14.2272
2.289,11.268,0,-14.2448
2.29,11.2728,0,-14.2624
2.291,11.2775,0,-14.28
2.292,11.2823,0,-14.2975
2.293,11.287,0,-14.3151
2.294,11.2918,0,-14.3328
2.295,11.2965,0,-14.3504
2.296,11.3013,0,-14.368
2.297,11.306,0,-14.3856
2.298,11.3108,0,-14.4033
2.299,11.3155,0,-14.4209
2.3,11.3203,0,-14.4386
2.301,11.325,0,-14.4563
2.302,11.3298,0,-14.474
2.303,11.3345,0,-14.4917
2.304,11.3393,0,-14.5094
2.305,11.344,0,-14.5271
2.306,11.3488,0,-14.5448
2.307,11.3535,0,-14.5626
2.308,11.3583,0,-14.5803
2.309,11.363,0,-14.5981
2.31,11.3678,0,-14.6158
2.311,11.3725,0,-14.6336
2.312,11.3773,0,-14.6514
2.313,11.382,0,-14.6692
2.314,11.3868,0,-14.687
2.315,11.3915,0,-14.7048
2.316,11.3963,0,-14.7226
2.317,11.401,0,-14.7405
2.318,11.4058,0,-14.7583
2.319,11.4105,0,-14.7762
2.32,11.4153,0,-14.794
2.321,11.42,0,-14.8119
2.322,11.4248,0,-14.8298
2.323,11.4295,0,-14.8477
2.324,11.4342,0,-14.8656
2.325,11.439,0,-14.8835
2.326,11.4437,0,-14.9014
2.327,11.4485,0,-14.9194
2.328,11.4532,0,-14.9373
2.329,11.458,0,-14.9553
2.33,11.4627,0,-14.9732
2.331,11.4675,0,-14.9912
2.332,11.4722,0,-15.0092
2.333,11.477,0,-15.0272
2.334,11.4817,0,-15.0452
2.335,11.4864,0,-15.0632
2.336,11.4912,0,-15.0812
2.337,11.4959,0,-15.0993
2.338,11.5007,0,-15.1173
2.339,11.5054,0,-15.1354
2.34,11.5102,0,-15.1534
2.341,11.5149,0,-15.1715
2.342,11.5197,0,-15.1896
2.343,11.5244,0,-15.2077
2.344,11.5291,0,-15.2258
2.345,11.5339,0,-15.2439
2.346,11.5386,0,-15.262
2.347,11.5434,0,-15.2801
2.348,11.5481,0,-15.2983
2.349,11.5528,0,-15.3164
2.35,11.5576,0,-15.3346
2.351,11.5623,0,-15.3527
2.352,11.5671,0,-15.3709
2.353,11.5718,0,-15.3891
2.354,11.5766,0,-15.4073
2.355,11.5813,0,-15.4255
2.356,11.586,0,-15.4437
2.357,11.5908,0,-15.462
2.358,11.5955,0,-15.4802
2.359,11.6003,0,-15.4985
2.36,11.605,0,-15.5167
2.361,11.6097,0,-15.535
2.362,11.6145,0,-15.5533
2.363,11.6192,0,-15.5715
2.364,11.6239,0,-15.5898
2.365,11.6287,0,-15.6081
2.366,11.6334,0,-15.6265
2.367,11.6382,0,-15.6448
2.368,11.6429,0,-15.6631
2.369,11.6476,0,-15.6815
2.37,11.6524,0,-15.6998
2.371,11.6571,0,-15.7182
2.372,11.6618,0,-15.7366
2.373,11.6666,0,-15.755
2.374,11.6713,0,-15.7734
2.375,11.6761,0,-15.7918
2.376,11.6808,0,-15.8102
2.377,11.6855,0,-15.8286
2.378,11.6903,0,-15.847
2.379,11.695,0,-15.8655
2.38,11.6997,0,-15.8839
2.381,11.7045,0,-15.9024
2.382,11.7092,0,-15.9209
2.383,11.7139,0,-15.9394
2.384,11.7187,0,-15.9579
2.385,11.7234,0,-15.9764
2.386,11.7281,0,-15.9949
2.387,11.7329,0,-16.0134
2.388,11.7376,0,-16.0319
2.389,11.7424,0,-16.0505
2.39,11.7471,0,-16.069
2.391,11.7518,0,-16.0876
2.392,11.7566,0,-16.1062
2.393,11.7613,0,-16.1248
2.394,11.766,0,-16.1433
2.395,11.7708,0,-16.1619
2.396,11.7755,0,-16.1806
2.397,11.7802,0,-16.1992
2.398,11.7849,0,-16.2178
2.399,11.7897,0,-16.2365
2.4,11.7944,0,-16.2551
2.401,11.7991,0,-16.2738
2.402,11.8039,0,-16.2924
2.403,11.8086,0,-16.3111
2.404,11.8133,0,-16.3298
2.405,11.8181,0,-16.3485
2.406,11.8228,0,-16.3672
2.407,11.8275,0,-16.3859
2.408,11.8323,0,-16.4047
2.409,11.837,0,-16.4234
2.41,11.8417,0,-16.4422
2.411,11.8465,0,-16.4609
2.412,11.8512,0,-16.4797
2.413,11.8559,0,-16.4985
2.414,11.8606,0,-16.5173
2.415,11.8654,0,-16.5361
2.416,11.8701,0,-16.5549
2.417,11.8748,0,-16.5737
2.418,11.8796,0,-16.5925
2.419,11.8843,0,-16.6114
2.42,11.889,0,-16.6302
2.421,11.8937,0,-16.6491
2.422,11.8985,0,-16.6679
2.423,11.9032,0,-16.6868
2.424,11.9079,0,-16.7057
2.425,11.9126,0,-16.7246
2.426,11.9174,0,-16.7435
2.427,11.9221,0,-16.7624
2.428,11.9268,0,-16.7813
2.429,11.9316,0,-16.8003
2.43,11.9363,0,-16.8192
2.431,11.941,0,-16.8382
2.432,11.9457,0,-16.8572
2.433,11.9505,0,-16.8761
2.434,11.9552,0,-16.8951
2.435,11.9599,0,-16.9141
2.436,11.9646,0,-16.9331
2.437,11.9694,0,-16.9521
2.438,11.9741,0,-16.9712
2.439,11.9788,0,-16.9902
2.44,11.9835,0,-17.0092
2.441,11.9883,0,-17.0283
2.442,11.993,0,-17.0474
2.443,11.9977,0,-17.0664
2.444,12.0024,0,-17.0855
2.445,12.0071,0,-17.1046
2.446,12.0119,0,-17.1237
2.447,12.0166,0,-17.1428
2.448,12.0213,0,-17.1619
2.449,12.026,0,-17.1811
2.45,12.0308,0,-17.2002
2.451,12.0355,0,-17.2194
2.452,12.0402,0,-17.2385
2.453,12.0449,0,-17.2577
2.454,12.0496,0,-17.2769
2.455,12.0544,0,-17.2961
2.456,12.0591,0,-17.3153
2.457,12.0638,0,-17.3345
2.458,12.0685,0,-17.3537
2.459,12.0733,0,-17.373
2.46,12.078,0,-17.3922
2.461,12.0827,0,-17.4114
2.462,12.0874,0,-17.4307
2.463,12.0921,0,-17.45
2.464,12.0969,0,-17.4693
2.465,12.1016,0,-17.4886
2.466,12.1063,0,-17.5079
2.467,12.111,0,-17.5272
2.468,12.1157,0,-17.5465
2.469,12.1204,0,-17.5658
2.47,12.1252,0,-17.5852
2.471,12.1299,0,-17.6045
2.472,12.1346,0,-17.6239
2.473,12.1393,0,-17.6432
2.474,12.144,0,-17.6626
2.475,12.1488,0,-17.682
2.476,12.1535,0,-17.7014
2.477,12.1582,0,-17.7208
2.478,12.1629,0,-17.7402
2.479,12.1676,0,-17.7597
2.48,12.1723,0,-17.7791
2.481,12.1771,0,-17.7985
2.482,12.1818,0,-17.818
2.483,12.1865,0,-17.8375
2.484,12.1912,0,-17.8569
2.485,12.1959,0,-17.8764
2.486,12.2006,0,-17.8959
2.487,12.2053,0,-17.9154
2.488,12.2101,0,-17.935
2.489,12.2148,0,-17.9545
2.49,12.2195,0,-17.974
2.491,12.2242,0,-17.9936
2.492,12.2289,0,-18.0131
2.493,12.2336,0,-18.0327
2.494,12.2383,0,-18.0523
2.495,12.2431,0,-18.0718
2.496,12.2478,0,-18.0914
2.497,12.2525,0,-18.111
2.498,12.2572,0,-18.1307
2.499,12.2619,0,-18.1503
2.5,12.2666,0,-18.1699
2.501,12.2713,0,-18.1896
2.502,12.276,0,-18.2092
2.503,12.2808,0,-18.2289
2.504,12.2855,0,-18.2486
2.505,12.2902,0,-18.2682
2.506,12.2949,0,-18.2879
2.507,12.2996,0,-18.3076
2.508,12.3043,0,-18.3274
2.509,12.309,0,-18.3471
2.51,12.3137,0,-18.3668
2.511,12.3184,0,-18.3866
2.512,12.3232,0,-18.4063
2.513,12.3279,0,-18.4261
2.514,12.3326,0,-18.4458
2.515,12.3373,0,-18.4656
2.516,12.342,0,-18.4854
2.517,12.3467,0,-18.5052
2.518,12.3514,0,-18.525
2.519,12.3561,0,-18.5449
2.52,12.3608,0,-18.5647
2.521,12.3655,0,-18.5845
2.522,12.3702,0,-18.6044
2.523,12.375,0,-18.6242
2.524,12.3797,0,-18.6441
2.525,12.3844,0,-18.664
2.526,12.3891,0,-18.6839
2.527,12.3938,0,-18.7038
2.528,12.3985,0,-18.7237
2.529,12.4032,0,-18.7436
2.53,12.4079,0,-18.7635
2.531,12.4126,0,-18.7835
