t,x,y,z
0.871,4.36501,0,0.776451
0.872,4.36998,0,0.772825
0.873,4.37495,0,0.769189
0.874,4.37991,0,0.765544
0.875,4.38488,0,0.761888
0.876,4.38985,0,0.758223
0.877,4.39481,0,0.754548
0.878,4.39978,0,0.750863
0.879,4.40475,0,0.747168
0.88,4.40971,0,0.743463
0.881,4.41468,0,0.739749
0.882,4.41964,0,0.736024
0.883,4.42461,0,0.73229
0.884,4.42958,0,0.728546
0.885,4.43454,0,0.724792
0.886,4.43951,0,0.721028
0.887,4.44447,0,0.717255
0.888,4.44944,0,0.713472
0.889,4.4544,0,0.709678
0.89,4.45937,0,0.705875
0.891,4.46433,0,0.702063
0.892,4.4693,0,0.69824
0.893,4.47426,0,0.694407
0.894,4.47923,0,0.690565
0.895,4.48419,0,0.686713
0.896,4.48915,0,0.682851
0.897,4.49412,0,0.678979
0.898,4.49908,0,0.675097
0.899,4.50405,0,0.671206
0.9,4.50901,0,0.667304
0.901,4.51397,0,0.663393
0.902,4.51894,0,0.659472
0.903,4.5239,0,0.655541
0.904,4.52886,0,0.651601
0.905,4.53383,0,0.64765
0.906,4.53879,0,0.64369
0.907,4.54375,0,0.639719
0.908,4.54871,0,0.635739
0.909,4.55368,0,0.631749
0.91,4.55864,0,0.62775
0.911,4.5636,0,0.62374
0.912,4.56856,0,0.619721
0.913,4.57353,0,0.615692
0.914,4.57849,0,0.611653
0.915,4.58345,0,0.607604
0.916,4.58841,0,0.603545
0.917,4.59337,0,0.599476
0.918,4.59834,0,0.595398
0.919,4.6033,0,0.59131
0.92,4.60826,0,0.587212
0.921,4.61322,0,0.583104
0.922,4.61818,0,0.578986
0.923,4.62314,0,0.574859
0.924,4.6281,0,0.570721
0.925,4.63306,0,0.566574
0.926,4.63802,0,0.562417
0.927,4.64299,0,0.55825
0.928,4.64795,0,0.554073
0.929,4.65291,0,0.549887
0.93,4.65787,0,0.54569
0.931,4.66283,0,0.541484
0.932,4.66779,0,0.537268
0.933,4.67275,0,0.533042
0.934,4.67771,0,0.528807
0.935,4.68267,0,0.524561
0.936,4.68762,0,0.520306
0.937,4.69258,0,0.51604
0.938,4.69754,0,0.511765
0.939,4.7025,0,0.50748
0.94,4.70746,0,0.503186
0.941,4.71242,0,0.498881
0.942,4.71738,0,0.494567
0.943,4.72234,0,0.490242
0.944,4.7273,0,0.485908
0.945,4.73225,0,0.481564
0.946,4.73721,0,0.477211
0.947,4.74217,0,0.472847
0.948,4.74713,0,0.468474
0.949,4.75209,0,0.464091
0.95,4.75704,0,0.459697
0.951,4.762,0,0.455295
0.952,4.76696,0,0.450882
0.953,4.77192,0,0.446459
0.954,4.77687,0,0.442027
0.955,4.78183,0,0.437585
0.956,4.78679,0,0.433132
0.957,4.79175,0,0.428671
0.958,4.7967,0,0.424199
0.959,4.80166,0,0.419717
0.96,4.80662,0,0.415226
0.961,4.81157,0,0.410725
0.962,4.81653,0,0.406213
0.963,4.82148,0,0.401693
0.964,4.82644,0,0.397162
0.965,4.8314,0,0.392621
0.966,4.83635,0,0.388071
0.967,4.84131,0,0.383511
0.968,4.84626,0,0.37894
0.969,4.85122,0,0.374361
0.97,4.85617,0,0.369771
0.971,4.86113,0,0.365171
0.972,4.86609,0,0.360562
0.973,4.87104,0,0.355942
0.974,4.876,0,0.351313
0.975,4.88095,0,0.346674
0.976,4.8859,0,0.342026
0.977,4.89086,0,0.337367
0.978,4.89581,0,0.332699
0.979,4.90077,0,0.32802
0.98,4.90572,0,0.323332
0.981,4.91068,0,0.318634
0.982,4.91563,0,0.313927
0.983,4.92058,0,0.309209
0.984,4.92554,0,0.304482
0.985,4.93049,0,0.299744
0.986,4.93544,0,0.294997
0.987,4.9404,0,0.29024
0.988,4.94535,0,0.285473
0.989,4.9503,0,0.280697
0.99,4.95526,0,0.27591
0.991,4.96021,0,0.271114
0.992,4.96516,0,0.266308
0.993,4.97011,0,0.261492
0.994,4.97507,0,0.256666
0.995,4.98002,0,0.251831
0.996,4.98497,0,0.246985
0.997,4.98992,0,0.24213
0.998,4.99488,0,0.237265
0.999,4.99983,0,0.23239
1,5.00478,0,0.227505
1.001,5.00973,0,0.22261
1.002,5.01468,0,0.217706
1.003,5.01963,0,0.212792
1.004,5.02458,0,0.207868
1.005,5.02954,0,0.202934
1.006,5.03449,0,0.19799
1.007,5.03944,0,0.193036
1.008,5.04439,0,0.188073
1.009,5.04934,0,0.1831
1.01,5.05429,0,0.178116
1.011,5.05924,0,0.173123
1.012,5.06419,0,0.168121
1.013,5.06914,0,0.163108
1.014,5.07409,0,0.158086
1.015,5.07904,0,0.153053
1.016,5.08399,0,0.148011
1.017,5.08894,0,0.142959
1.018,5.09389,0,0.137897
1.019,5.09884,0,0.132826
1.02,5.10379,0,0.127744
1.021,5.10874,0,0.122653
1.022,5.11369,0,0.117552
1.023,5.11863,0,0.112441
1.024,5.12358,0,0.10732
1.025,5.12853,0,0.102189
1.026,5.13348,0,0.097049
1.027,5.13843,0,0.0918986
1.028,5.14338,0,0.0867385
1.029,5.14833,0,0.0815685
1.03,5.15327,0,0.0763887
1.031,5.15822,0,0.0711991
1.032,5.16317,0,0.0659996
1.033,5.16812,0,0.0607903
1.034,5.17306,0,0.0555712
1.035,5.17801,0,0.0503422
1.036,5.18296,0,0.0451034
1.037,5.18791,0,0.0398547
1.038,5.19285,0,0.0345962
1.039,5.1978,0,0.0293279
1.04,5.20275,0,0.0240498
1.041,5.20769,0,0.0187618
1.042,5.21264,0,0.013464
1.043,5.21759,0,0.00815633
1.044,5.22253,0,0.00283884
1.045,5.22748,0,-0.00248848
1.046,5.23242,0,-0.00782563
1.047,5.23737,0,-0.0131726
1.048,5.24232,0,-0.0185294
1.049,5.24726,0,-0.0238961
1.05,5.25221,0,-0.0292726
1.051,5.25715,0,-0.0346589
1.052,5.2621,0,-0.0400551
1.053,5.26704,0,-0.0454611
1.054,5.27199,0,-0.0508769
1.055,5.27693,0,-0.0563025
1.056,5.28188,0,-0.061738
1.057,5.28682,0,-0.0671834
1.058,5.29177,0,-0.0726385
1.059,5.29671,0,-0.0781035
1.06,5.30166,0,-0.0835784
1.061,5.3066,0,-0.089063
1.062,5.31154,0,-0.0945575
1.063,5.31649,0,-0.100062
1.064,5.32143,0,-0.105576
1.065,5.32638,0,-0.1111
1.066,5.33132,0,-0.116634
1.067,5.33626,0,-0.122178
1.068,5.34121,0,-0.127731
1.069,5.34615,0,-0.133294
1.07,5.35109,0,-0.138868
1.071,5.35603,0,-0.144451
1.072,5.36098,0,-0.150043
1.073,5.36592,0,-0.155646
1.074,5.37086,0,-0.161259
1.075,5.3758,0,-0.166881
1.076,5.38075,0,-0.172513
1.077,5.38569,0,-0.178155
1.078,5.39063,0,-0.183807
1.079,5.39557,0,-0.189469
1.08,5.40051,0,-0.19514
1.081,5.40546,0,-0.200821
1.082,5.4104,0,-0.206513
1.083,5.41534,0,-0.212214
1.084,5.42028,0,-0.217925
1.085,5.42522,0,-0.223645
1.086,5.43016,0,-0.229376
1.087,5.4351,0,-0.235116
1.088,5.44004,0,-0.240866
1.089,5.44498,0,-0.246626
1.09,5.44993,0,-0.252396
1.091,5.45487,0,-0.258176
1.092,5.45981,0,-0.263965
1.093,5.46475,0,-0.269765
1.094,5.46969,0,-0.275574
1.095,5.47463,0,-0.281393
1.096,5.47957,0,-0.287222
1.097,5.48451,0,-0.29306
1.098,5.48944,0,-0.298909
1.099,5.49438,0,-0.304767
1.1,5.49932,0,-0.310636
1.101,5.50426,0,-0.316514
1.102,5.5092,0,-0.322401
1.103,5.51414,0,-0.328299
1.104,5.51908,0,-0.334207
1.105,5.52402,0,-0.340124
1.106,5.52896,0,-0.346051
1.107,5.53389,0,-0.351988
1.108,5.53883,0,-0.357935
1.109,5.54377,0,-0.363892
1.11,5.54871,0,-0.369858
1.111,5.55365,0,-0.375835
1.112,5.55858,0,-0.381821
1.113,5.56352,0,-0.387817
1.114,5.56846,0,-0.393823
1.115,5.5734,0,-0.399839
1.116,5.57833,0,-0.405864
1.117,5.58327,0,-0.411899
1.118,5.58821,0,-0.417945
1.119,5.59314,0,-0.424
1.12,5.59808,0,-0.430065
1.121,5.60302,0,-0.436139
1.122,5.60795,0,-0.442224
1.123,5.61289,0,-0.448318
1.124,5.61783,0,-0.454422
1.125,5.62276,0,-0.460536
1.126,5.6277,0,-0.46666
1.127,5.63263,0,-0.472794
1.128,5.63757,0,-0.478938
1.129,5.6425,0,-0.485091
1.13,5.64744,0,-0.491254
1.131,5.65237,0,-0.497427
1.132,5.65731,0,-0.50361
1.133,5.66224,0,-0.509803
1.134,5.66718,0,-0.516005
1.135,5.67211,0,-0.522218
1.136,5.67705,0,-0.52844
1.137,5.68198,0,-0.534672
1.138,5.68692,0,-0.540914
1.139,5.69185,0,-0.547166
1.14,5.69679,0,-0.553427
1.141,5.70172,0,-0.559699
1.142,5.70665,0,-0.56598
1.143,5.71159,0,-0.572271
1.144,5.71652,0,-0.578572
1.145,5.72145,0,-0.584882
1.146,5.72639,0,-0.591203
1.147,5.73132,0,-0.597533
1.148,5.73625,0,-0.603874
1.149,5.74119,0,-0.610224
1.15,5.74612,0,-0.616584
1.151,5.75105,0,-0.622953
1.152,5.75598,0,-0.629333
1.153,5.76092,0,-0.635722
1.154,5.76585,0,-0.642122
1.155,5.77078,0,-0.648531
1.156,5.77571,0,-0.65495
1.157,5.78065,0,-0.661378
1.158,5.78558,0,-0.667817
1.159,5.79051,0,-0.674265
1.16,5.79544,0,-0.680723
1.161,5.80037,0,-0.687192
1.162,5.8053,0,-0.693669
1.163,5.81023,0,-0.700157
1.164,5.81516,0,-0.706655
1.165,5.8201,0,-0.713162
1.166,5.82503,0,-0.719679
1.167,5.82996,0,-0.726206
1.168,5.83489,0,-0.732743
1.169,5.83982,0,-0.73929
1.17,5.84475,0,-0.745847
1.171,5.84968,0,-0.752413
1.172,5.85461,0,-0.758989
1.173,5.85954,0,-0.765575
1.174,5.86447,0,-0.772171
1.175,5.8694,0,-0.778777
1.176,5.87433,0,-0.785393
1.177,5.87925,0,-0.792018
1.178,5.88418,0,-0.798653
1.179,5.88911,0,-0.805298
1.18,5.89404,0,-0.811953
1.181,5.89897,0,-0.818618
1.182,5.9039,0,-0.825293
1.183,5.90883,0,-0.831977
1.184,5.91376,0,-0.838671
1.185,5.91868,0,-0.845375
1.186,5.92361,0,-0.852089
1.187,5.92854,0,-0.858813
1.188,5.93347,0,-0.865547
1.189,5.9384,0,-0.87229
1.19,5.94332,0,-0.879043
1.191,5.94825,0,-0.885806
1.192,5.95318,0,-0.892579
1.193,5.9581,0,-0.899362
1.194,5.96303,0,-0.906155
1.195,5.96796,0,-0.912957
1.196,5.97289,0,-0.919769
1.197,5.97781,0,-0.926591
1.198,5.98274,0,-0.933423
1.199,5.98766,0,-0.940265
1.2,5.99259,0,-0.947117
1.201,5.99752,0,-0.953978
1.202,6.00244,0,-0.960849
1.203,6.00737,0,-0.967731
1.204,6.01229,0,-0.974621
1.205,6.01722,0,-0.981522
1.206,6.02215,0,-0.988433
1.207,6.02707,0,-0.995353
1.208,6.032,0,-1.00228
1.209,6.03692,0,-1.00922
1.21,6.04185,0,-1.01617
1.211,6.04677,0,-1.02313
1.212,6.0517,0,-1.0301
1.213,6.05662,0,-1.03708
1.214,6.06154,0,-1.04407
1.215,6.06647,0,-1.05107
1.216,6.07139,0,-1.05808
1.217,6.07632,0,-1.0651
1.218,6.08124,0,-1.07213
1.219,6.08616,0,-1.07917
1.22,6.09109,0,-1.08621
1.221,6.09601,0,-1.09327
1.222,6.10093,0,-1.10034
1.223,6.10586,0,-1.10742
1.224,6.11078,0,-1.11451
1.225,6.1157,0,-1.1216
1.226,6.12063,0,-1.12871
1.227,6.12555,0,-1.13583
1.228,6.13047,0,-1.14295
1.229,6.13539,0,-1.15009
1.23,6.14032,0,-1.15724
1.231,6.14524,0,-1.16439
1.232,6.15016,0,-1.17156
1.233,6.15508,0,-1.17874
1.234,6.16,0,-1.18592
1.235,6.16492,0,-1.19312
1.236,6.16985,0,-1.20032
1.237,6.17477,0,-1.20754
1.238,6.17969,0,-1.21476
1.239,6.18461,0,-1.222
1.24,6.18953,0,-1.22924
1.241,6.19445,0,-1.2365
1.242,6.19937,0,-1.24376
1.243,6.20429,0,-1.25104
1.244,6.20921,0,-1.25832
1.245,6.21413,0,-1.26562
1.246,6.21905,0,-1.27292
1.247,6.22397,0,-1.28023
1.248,6.22889,0,-1.28756
1.249,6.23381,0,-1.29489
1.25,6.23873,0,-1.30223
1.251,6.24365,0,-1.30959
1.252,6.24857,0,-1.31695
1.253,6.25349,0,-1.32432
1.254,6.25841,0,-1.33171
1.255,6.26333,0,-1.3391
1.256,6.26825,0,-1.3465
1.257,6.27316,0,-1.35391
1.258,6.27808,0,-1.36134
1.259,6.283,0,-1.36877
1.26,6.28792,0,-1.37621
1.261,6.29284,0,-1.38366
1.262,6.29776,0,-1.39112
1.263,6.30267,0,-1.39859
1.264,6.30759,0,-1.40607
1.265,6.31251,0,-1.41356
1.266,6.31743,0,-1.42106
1.267,6.32234,0,-1.42858
1.268,6.32726,0,-1.4361
1.269,6.33218,0,-1.44363
1.27,6.33709,0,-1.45117
1.271,6.34201,0,-1.45872
1.272,6.34693,0,-1.46628
1.273,6.35184,0,-1.47384
1.274,6.35676,0,-1.48142
1.275,6.36168,0,-1.48901
1.276,6.36659,0,-1.49661
1.277,6.37151,0,-1.50422
1.278,6.37642,0,-1.51184
1.279,6.38134,0,-1.51947
1.28,6.38625,0,-1.52711
1.281,6.39117,0,-1.53475
1.282,6.39608,0,-1.54241
1.283,6.401,0,-1.55008
1.284,6.40591,0,-1.55776
1.285,6.41083,0,-1.56545
1.286,6.41574,0,-1.57314
1.287,6.42066,0,-1.58085
1.288,6.42557,0,-1.58857
1.289,6.43049,0,-1.59629
1.29,6.4354,0,-1.60403
1.291,6.44032,0,-1.61178
1.292,6.44523,0,-1.61953
1.293,6.45014,0,-1.6273
1.294,6.45506,0,-1.63508
1.295,6.45997,0,-1.64286
1.296,6.46488,0,-1.65066
1.297,6.4698,0,-1.65846
1.298,6.47471,0,-1.66628
1.299,6.47962,0,-1.6741
1.3,6.48453,0,-1.68194
1.301,6.48945,0,-1.68978
1.302,6.49436,0,-1.69764
1.303,6.49927,0,-1.7055
1.304,6.50418,0,-1.71338
1.305,6.5091,0,-1.72126
1.306,6.51401,0,-1.72915
1.307,6.51892,0,-1.73706
1.308,6.52383,0,-1.74497
1.309,6.52874,0,-1.7529
1.31,6.53365,0,-1.76083
1.311,6.53857,0,-1.76877
1.312,6.54348,0,-1.77672
1.313,6.54839,0,-1.78469
1.314,6.5533,0,-1.79266
1.315,6.55821,0,-1.80064
1.316,6.56312,0,-1.80863
1.317,6.56803,0,-1.81664
1.318,6.57294,0,-1.82465
1.319,6.57785,0,-1.83267
1.32,6.58276,0,-1.8407
1.321,6.58767,0,-1.84874
1.322,6.59258,0,-1.8568
1.323,6.59749,0,-1.86486
1.324,6.6024,0,-1.87293
1.325,6.60731,0,-1.88101
1.326,6.61222,0,-1.8891
1.327,6.61713,0,-1.8972
1.328,6.62203,0,-1.90531
1.329,6.62694,0,-1.91343
1.33,6.63185,0,-1.92156
1.331,6.63676,0,-1.9297
1.332,6.64167,0,-1.93785
1.333,6.64658,0,-1.94601
1.334,6.65148,0,-1.95418
1.335,6.65639,0,-1.96236
1.336,6.6613,0,-1.97055
1.337,6.66621,0,-1.97875
1.338,6.67112,0,-1.98695
1.339,6.67602,0,-1.99517
1.34,6.68093,0,-2.0034
1.341,6.68584,0,-2.01164
1.342,6.69074,0,-2.01989
1.343,6.69565,0,-2.02814
1.344,6.70056,0,-2.03641
1.345,6.70546,0,-2.04469
1.346,6.71037,0,-2.05298
1.347,6.71528,0,-2.06127
1.348,6.72018,0,-2.06958
1.349,6.72509,0,-2.0779
1.35,6.72999,0,-2.08623
1.351,6.7349,0,-2.09456
1.352,6.73981,0,-2.10291
1.353,6.74471,0,-2.11126
1.354,6.74962,0,-2.11963
1.355,6.75452,0,-2.12801
1.356,6.75943,0,-2.13639
1.357,6.76433,0,-2.14479
1.358,6.76924,0,-2.15319
1.359,6.77414,0,-2.16161
1.36,6.77904,0,-2.17003
1.361,6.78395,0,-2.17847
1.362,6.78885,0,-2.18691
1.363,6.79376,0,-2.19537
1.364,6.79866,0,-2.20383
1.365,6.80356,0,-2.21231
1.366,6.80847,0,-2.22079
1.367,6.81337,0,-2.22928
1.368,6.81827,0,-2.23779
1.369,6.82318,0,-2.2463
1.37,6.82808,0,-2.25482
1.371,6.83298,0,-2.26336
1.372,6.83789,0,-2.2719
1.373,6.84279,0,-2.28045
1.374,6.84769,0,-2.28902
1.375,6.85259,0,-2.29759
1.376,6.8575,0,-2.30617
1.377,6.8624,0,-2.31476
1.378,6.8673,0,-2.32336
1.379,6.8722,0,-2.33198
1.38,6.8771,0,-2.3406
1.381,6.882,0,-2.34923
1.382,6.8869,0,-2.35787
1.383,6.89181,0,-2.36652
1.384,6.89671,0,-2.37518
1.385,6.90161,0,-2.38385
1.386,6.90651,0,-2.39254
1.387,6.91141,0,-2.40123
1.388,6.91631,0,-2.40993
1.389,6.92121,0,-2.41864
1.39,6.92611,0,-2.42736
1.391,6.93101,0,-2.43609
1.392,6.93591,0,-2.44483
1.393,6.94081,0,-2.45358
1.394,6.94571,0,-2.46233
1.395,6.95061,0,-2.4711
1.396,6.95551,0,-2.47988
1.397,6.96041,0,-2.48867
1.398,6.96531,0,-2.49747
1.399,6.9702,0,-2.50628
1.4,6.9751,0,-2.5151
1.401,6.98,0,-2.52393
1.402,6.9849,0,-2.53276
1.403,6.9898,0,-2.54161
1.404,6.9947,0,-2.55047
1.405,6.9996,0,-2.55934
1.406,7.00449,0,-2.56821
1.407,7.00939,0,-2.5771
1.408,7.01429,0,-2.586
1.409,7.01919,0,-2.59491
1.41,7.02408,0,-2.60382
1.411,7.02898,0,-2.61275
1.412,7.03388,0,-2.62168
1.413,7.03877,0,-2.63063
1.414,7.04367,0,-2.63959
1.415,7.04857,0,-2.64855
1.416,7.05346,0,-2.65753
1.417,7.05836,0,-2.66651
1.418,7.06326,0,-2.67551
1.419,7.06815,0,-2.68451
1.42,7.07305,0,-2.69353
1.421,7.07794,0,-2.70255
1.422,7.08284,0,-2.71159
1.423,7.08774,0,-2.72063
1.424,7.09263,0,-2.72969
1.425,7.09753,0,-2.73875
1.426,7.10242,0,-2.74783
1.427,7.10732,0,-2.75691
1.428,7.11221,0,-2.766
1.429,7.1171,0,-2.77511
1.43,7.122,0,-2.78422
1.431,7.12689,0,-2.79334
1.432,7.13179,0,-2.80248
1.433,7.13668,0,-2.81162
1.434,7.14158,0,-2.82077
1.435,7.14647,0,-2.82994
1.436,7.15136,0,-2.83911
1.437,7.15626,0,-2.84829
1.438,7.16115,0,-2.85748
1.439,7.16604,0,-2.86668
1.44,7.17094,0,-2.8759
1.441,7.17583,0,-2.88512
1.442,7.18072,0,-2.89435
1.443,7.18561,0,-2.90359
1.444,7.19051,0,-2.91284
1.445,7.1954,0,-2.9221
1.446,7.20029,0,-2.93137
1.447,7.20518,0,-2.94065
1.448,7.21007,0,-2.94994
1.449,7.21497,0,-2.95924
1.45,7.21986,0,-2.96855
1.451,7.22475,0,-2.97787
1.452,7.22964,0,-2.9872
1.453,7.23453,0,-2.99654
1.454,7.23942,0,-3.00589
1.455,7.24431,0,-3.01525
1.456,7.2492,0,-3.02462
1.457,7.25409,0,-3.034
1.458,7.25899,0,-3.04339
1.459,7.26388,0,-3.05279
1.46,7.26877,0,-3.0622
1.461,7.27366,0,-3.07161
1.462,7.27855,0,-3.08104
1.463,7.28343,0,-3.09048
1.464,7.28832,0,-3.09993
1.465,7.29321,0,-3.10938
1.466,7.2981,0,-3.11885
1.467,7.30299,0,-3.12833
1.468,7.30788,0,-3.13782
1.469,7.31277,0,-3.14731
1.47,7.31766,0,-3.15682
1.471,7.32255,0,-3.16634
1.472,7.32744,0,-3.17586
1.473,7.33232,0,-3.1854
1.474,7.33721,0,-3.19495
1.475,7.3421,0,-3.2045
1.476,7.34699,0,-3.21407
1.477,7.35187,0,-3.22364
1.478,7.35676,0,-3.23323
1.479,7.36165,0,-3.24282
1.48,7.36654,0,-3.25243
1.481,7.37142,0,-3.26204
1.482,7.37631,0,-3.27167
1.483,7.3812,0,-3.2813
1.484,7.38608,0,-3.29095
1.485,7.39097,0,-3.3006
1.486,7.39586,0,-3.31027
1.487,7.40074,0,-3.31994
1.488,7.40563,0,-3.32962
1.489,7.41052,0,-3.33932
1.49,7.4154,0,-3.34902
1.491,7.42029,0,-3.35873
1.492,7.42517,0,-3.36846
1.493,7.43006,0,-3.37819
1.494,7.43494,0,-3.38793
1.495,7.43983,0,-3.39768
1.496,7.44471,0,-3.40745
1.497,7.4496,0,-3.41722
1.498,7.45448,0,-3.427
1.499,7.45937,0,-3.43679
1.5,7.46425,0,-3.44659
1.501,7.46913,0,-3.45641
1.502,7.47402,0,-3.46623
1.503,7.4789,0,-3.47606
1.504,7.48379,0,-3.4859
1.505,7.48867,0,-3.49575
1.506,7.49355,0,-3.50561
1.507,7.49844,0,-3.51548
1.508,7.50332,0,-3.52536
1.509,7.5082,0,-3.53525
1.51,7.51308,0,-3.54515
1.511,7.51797,0,-3.55506
1.512,7.52285,0,-3.56498
1.513,7.52773,0,-3.57491
1.514,7.53261,0,-3.58485
1.515,7.5375,0,-3.5948
1.516,7.54238,0,-3.60476
1.517,7.54726,0,-3.61473
1.518,7.55214,0,-3.62471
1.519,7.55702,0,-3.6347
1.52,7.5619,0,-3.64469
1.521,7.56679,0,-3.6547
1.522,7.57167,0,-3.66472
1.523,7.57655,0,-3.67475
1.524,7.58143,0,-3.68479
1.525,7.58631,0,-3.69483
1.526,7.59119,0,-3.70489
1.527,7.59607,0,-3.71496
1.528,7.60095,0,-3.72504
1.529,7.60583,0,-3.73512
1.53,7.61071,0,-3.74522
1.531,7.61559,0,-3.75533
1.532,7.62047,0,-3.76544
1.533,7.62535,0,-3.77557
1.534,7.63023,0,-3.78571
1.535,7.63511,0,-3.79585
1.536,7.63998,0,-3.80601
1.537,7.64486,0,-3.81617
1.538,7.64974,0,-3.82635
1.539,7.65462,0,-3.83653
1.54,7.6595,0,-3.84673
1.541,7.66438,0,-3.85693
1.542,7.66926,0,-3.86715
1.543,7.67413,0,-3.87737
1.544,7.67901,0,-3.88761
1.545,7.68389,0,-3.89785
1.546,7.68877,0,-3.90811
1.547,7.69364,0,-3.91837
1.548,7.69852,0,-3.92864
1.549,7.7034,0,-3.93893
1.55,7.70827,0,-3.94922
1.551,7.71315,0,-3.95952
1.552,7.71803,0,-3.96984
1.553,7.7229,0,-3.98016
1.554,7.72778,0,-3.99049
1.555,7.73266,0,-4.00083
1.556,7.73753,0,-4.01119
1.557,7.74241,0,-4.02155
1.558,7.74728,0,-4.03192
1.559,7.75216,0,-4.0423
1.56,7.75703,0,-4.0527
1.561,7.76191,0,-4.0631
1.562,7.76678,0,-4.07351
1.563,7.77166,0,-4.08393
1.564,7.77653,0,-4.09436
1.565,7.78141,0,-4.1048
1.566,7.78628,0,-4.11525
1.567,7.79116,0,-4.12571
1.568,7.79603,0,-4.13618
1.569,7.80091,0,-4.14666
1.57,7.80578,0,-4.15715
1.571,7.81065,0,-4.16765
1.572,7.81553,0,-4.17816
1.573,7.8204,0,-4.18868
1.574,7.82527,0,-4.19921
1.575,7.83015,0,-4.20975
1.576,7.83502,0,-4.2203
1.577,7.83989,0,-4.23086
1.578,7.84476,0,-4.24143
1.579,7.84964,0,-4.25201
1.58,7.85451,0,-4.2626
1.581,7.85938,0,-4.27319
1.582,7.86425,0,-4.2838
1.583,7.86913,0,-4.29442
1.584,7.874,0,-4.30505
1.585,7.87887,0,-4.31569
1.586,7.88374,0,-4.32633
1.587,7.88861,0,-4.33699
1.588,7.89348,0,-4.34766
1.589,7.89835,0,-4.35833
1.59,7.90322,0,-4.36902
1.591,7.90809,0,-4.37972
1.592,7.91297,0,-4.39042
1.593,7.91784,0,-4.40114
1.594,7.92271,0,-4.41187
1.595,7.92758,0,-4.4226
1.596,7.93245,0,-4.43335
1.597,7.93732,0,-4.4441
1.598,7.94219,0,-4.45487
1.599,7.94705,0,-4.46564
1.6,7.95192,0,-4.47643
1.601,7.95679,0,-4.48722
1.602,7.96166,0,-4.49803
1.603,7.96653,0,-4.50884
1.604,7.9714,0,-4.51967
1.605,7.97627,0,-4.5305
1.606,7.98114,0,-4.54135
1.607,7.986,0,-4.5522
1.608,7.99087,0,-4.56306
1.609,7.99574,0,-4.57394
1.61,8.00061,0,-4.58482
1.611,8.00548,0,-4.59571
1.612,8.01034,0,-4.60662
1.613,8.01521,0,-4.61753
1.614,8.02008,0,-4.62845
1.615,8.02494,0,-4.63939
1.616,8.02981,0,-4.65033
1.617,8.03468,0,-4.66128
1.618,8.03954,0,-4.67224
1.619,8.04441,0,-4.68321
1.62,8.04928,0,-4.6942
1.621,8.05414,0,-4.70519
1.622,8.05901,0,-4.71619
1.623,8.06388,0,-4.7272
1.624,8.06874,0,-4.73822
1.625,8.07361,0,-4.74925
1.626,8.07847,0,-4.76029
1.627,8.08334,0,-4.77134
1.628,8.0882,0,-4.7824
1.629,8.09307,0,-4.79347
1.63,8.09793,0,-4.80456
1.631,8.1028,0,-4.81565
1.632,8.10766,0,-4.82674
1.633,8.11252,0,-4.83785
1.634,8.11739,0,-4.84897
1.635,8.12225,0,-4.8601
1.636,8.12712,0,-4.87124
1.637,8.13198,0,-4.88239
1.638,8.13684,0,-4.89355
1.639,8.14171,0,-4.90472
1.64,8.14657,0,-4.9159
1.641,8.15143,0,-4.92709
1.642,8.1563,0,-4.93828
1.643,8.16116,0,-4.94949
1.644,8.16602,0,-4.96071
1.645,8.17088,0,-4.97194
1.646,8.17575,0,-4.98317
1.647,8.18061,0,-4.99442
1.648,8.18547,0,-5.00568
1.649,8.19033,0,-5.01695
1.65,8.19519,0,-5.02822
1.651,8.20005,0,-5.03951
1.652,8.20492,0,-5.05081
1.653,8.20978,0,-5.06211
1.654,8.21464,0,-5.07343
1.655,8.2195,0,-5.08475
1.656,8.22436,0,-5.09609
1.657,8.22922,0,-5.10744
1.658,8.23408,0,-5.11879
1.659,8.23894,0,-5.13016
1.66,8.2438,0,-5.14153
1.661,8.24866,0,-5.15292
1.662,8.25352,0,-5.16431
1.663,8.25838,0,-5.17572
1.664,8.26324,0,-5.18713
1.665,8.2681,0,-5.19855
1.666,8.27296,0,-5.20999
1.667,8.27782,0,-5.22143
1.668,8.28268,0,-5.23289
1.669,8.28753,0,-5.24435
1.67,8.29239,0,-5.25582
1.671,8.29725,0,-5.26731
1.672,8.30211,0,-5.2788
1.673,8.30697,0,-5.2903
1.674,8.31183,0,-5.30182
1.675,8.31668,0,-5.31334
1.676,8.32154,0,-5.32487
1.677,8.3264,0,-5.33641
1.678,8.33126,0,-5.34796
1.679,8.33611,0,-5.35953
1.68,8.34097,0,-5.3711
1.681,8.34583,0,-5.38268
1.682,8.35068,0,-5.39427
1.683,8.35554,0,-5.40587
1.684,8.3604,0,-5.41748
1.685,8.36525,0,-5.42911
1.686,8.37011,0,-5.44074
1.687,8.37496,0,-5.45238
1.688,8.37982,0,-5.46403
1.689,8.38468,0,-5.47569
1.69,8.38953,0,-5.48736
1.691,8.39439,0,-5.49904
1.692,8.39924,0,-5.51073
1.693,8.4041,0,-5.52243
1.694,8.40895,0,-5.53414
1.695,8.41381,0,-5.54586
1.696,8.41866,0,-5.55758
1.697,8.42351,0,-5.56932
1.698,8.42837,0,-5.58107
1.699,8.43322,0,-5.59283
1.7,8.43808,0,-5.6046
1.701,8.44293,0,-5.61638
1.702,8.44778,0,-5.62817
